Text,Intent
What is the number of this item that this dealer has in stock?,QUANTITY
I want to know how much things that last longer cost.,COST
Please explain. How many Orders have been placed for each TYPE of GOOD?,INFORMATION
Find out how many times a certain item has been ordered.,INFORMATION
People are interested in how much stuff is stored where.,INFORMATION
how many units can fit in a certain area.,INFORMATION
Can you tell me how many orders were made for a single item or a group of items that go together?,INFORMATION
I was wondering when the SO for a certain PO was reached.,SO
I'd like to find out who the seller on SO in question is.,SO
How many separate ITEMS did a certain SO have?,SO
I want to know how many of this ITEM the vendor has right now.,QUANTITY
I am curious about it. How many purchase orders were made for a single item or for a number of items?,INFORMATION
Please tell me where I can find the ITEM.,INFORMATION
I would like to know how many of each item we have in stock right now.,INFORMATION
Please tell me how much of a certain thing we have in stock right now.,LOCATION
"I want to know more about this. In regard to an ITEM, what quantity did we use?",INFORMATION
"I want to know more about this. When it comes to a certain thing, how much of a specific quantity did we use?",INFORMATION
How much of a certain ITEM do we still have left?,INFORMATION
Please tell me how many of a certain thing we have in total.,INFORMATION
I'm interested. How many Orders do each ITEM generate?,INFORMATION
I would like to know how much products that have been held for a while cost.,COST
I would like to know the cost of the things that have been on hold for a while.,COST
Please tell me how much is stored at a certain location.,LOCATION
I would like to know the maximum and minimum quantities of an item that can be stored in a particular location or area.,INFORMATION
I need to know the maximum and minimum storage capacities for a specific item.,INFORMATION
What is the maximum and minimum quantity of a single item that can be stored in a given area?,INFORMATION
How many purchase orders were issued for a single or group of items?,INFORMATION
How many purchase orders were placed for a single item?,INFORMATION
How many purchase orders were issued for a single item or for many items?,INFORMATION
When was the last time a single item or set of things was purchased?,PO
How many of a certain product or how many distinct products did the vendor or seller sell?,SO
Please provide the number of ITEMS contained in a certain SO.,SO
Please provide the number of ITEMS contained in a given PO.,PO
When was the most recent purchase order placed for an item or set of items?,PO
I must locate the vendor for a specific SO.,SO
I wish to determine how many ITEMS were in a particular SO.,SO
I wish to determine how many ITEMS were included in a particular PO.,PO
I would like to know how many of a certain ITEM or how many unique items the seller sold.,ORDER
What is the SO for a particular PO?,SO
Who is the vendor associated with a specific SO?,SO
Please inform me how many ITEMS comprised a particular PO.,PO
How many and what ITEMS comprised a particular PO?,PO
Please provide additional information on a certain ITEM.,INFORMATION
More information about these goods would be appreciated.,INFORMATION
Please inform me where this item is located.,INFORMATION
"Specifically, how many of a particular ITEM are now available?",QUANTITY
Please inform me How frequently has this quantity of this ITEM been utilised?,INFORMATION
Where can I determine the quantity of a certain ITEM that was shipped and delivered?,INFORMATION
When was this product last utilised?,INFORMATION
Do you have the item's date of receipt and its quantity received?,INFORMATION
How much of this ITEM does the supplier have in stock at present?,QUANTITY
How many of this product does this merchant have in stock?,QUANTITY
I am specifically interested in Item Sales - how many times has this item been purchased?,PO
When were orders received for this item or these items?,ORDER
I need to know when an order item or items will be delivered.,INFORMATION
How much do the objects in long-term storage cost?,COST
I must determine how much stuff is hidden away somewhere.,SO
How much more or less of a specific item can I keep in a given area?,INFORMATION
"Yes, kindly inform me How many Purchase Orders were issued for a single item or a group of items that are related?",PO
When was the last time a purchase order (PO) for an item (or items) was issued?,PO
I am curious as to how many of a particular ITEM or group of goods were sold by the vendor.,SO
Please provide the SO date for this RFP.,SO
My objective is to determine the total number of ITEMS constituting a specific SO.,SO
"These ITEMS demand additional data, which I now lack.",INFORMATION
Please pinpoint the location of the REQUESTED ITEM.,LOCATION
Where can I precisely locate the REQUESTED ITEM?,INFORMATION
Where is this stuff I require?,INFORMATION
"Where is this item being kept, because I need to obtain it?",INFORMATION
Please inform me of the quantity of each item in stock.,INFORMATION
What is the current stock level for this item?,INFORMATION
Please let me know how many of this item we have in stock.,INFORMATION
I am interested in the quantity of a specific item.,INFORMATION
My interest is piqued. How many of a certain ITEM did we order?,INFORMATION
Tell me all about it. How much of a given quantity was utilised if it was consumed?,INFORMATION
"Regarding a particular ITEM, how much have we actually consumed?",INFORMATION
In what exact quantities did a particular commodity arrive?,INFORMATION
I am interested in the sum of the shipped and received quantities of a product.,INFORMATION
A tally of the quantities received would be very appreciated.,INFORMATION
When was the last time you used an ITEM?,INFORMATION
Please inform me of the most recent amount received for a certain item.,INFORMATION
"How much does this item cost, if you please?",COST
"If you don't mind my asking, how much exactly does this cost?",COST
What is THIS ITEM's price?,COST
"Please let me know when you received my order, regardless of the quantity.",ORDER
"If I were to place an order, one of my primary considerations would be when I could anticipate receiving a particular product or products.",INFORMATION
"If orders for a product or products were received at a particular time, what was that time frame?",ORDER
When can I anticipate receiving a single item or a group of things from my order?,INFORMATION
When were the orders for this or these items placed?,INFORMATION
When can I expect delivery of the entirety of the order?,INFORMATION
Inform me if the dealer still has this item in stock.,QUANTITY
the quantity available for purchase from the supplier.,QUANTITY
Quantity of this ITEM presently available from the supplier.,QUANTITY
The number of this ITEM currently available at the given retailer's location (how many).,LOCATION
What percentage of this item's stock is held by this vendor?,QUANTITY
How many of this item does this retailer have available?,QUANTITY
I'm interested in understanding the price of items with a longer hold time.,COST
How many ARTIFACTS are purchased per ORDER?,PO
Please inform me. How many Orders have been placed for every GOOD TYPE?,INFORMATION
Determine how many orders were placed for a specific item.,INFORMATION
I am curious as to how much items that have been hanging around for a while cost.,COST
Please inform me of the cost of the items that have been put on hold.,COST
"Curiosity is piqued by the question, ""How much stuff is stored where?""",INFORMATION
There must be a means to determine how many items are stored in a certain location.,LOCATION
It would be nice if you could tell me how much is held at a certain facility.,INFORMATION
The total amount of items stored in a given area.,INFORMATION
how many units a given region can store.,INFORMATION
I am curious about the maximum and minimum quantities of a certain item that can be stored at a given place.,INFORMATION
Please tell me how much and how little of a particular item can be stored.,INFORMATION
What are the maximum and minimum amounts of a single item that can be stored there?,INFORMATION
I am curious about the maximum and minimum allowable quantities for a particular item.,INFORMATION
What quantities of a product did purchase orders specify?,INFORMATION
Can you tell me how many orders were placed for a single item or a group of items?,INFORMATION
How many orders were placed for each item if multiple orders were placed?,INFORMATION
When was the last time an order was placed for a particular item or group of items?,INFORMATION
How many units of each product did the vendor or retailer sell?,SO
I was curious as to when the SO for a given PO was reached.,SO
I am interested in identifying the seller in question on eBay.,SO
How many ITEMS were included when referring to a specific SO?,SO
"If you could provide me with the total amount of ITEMS comprising a certain PO, that would be fantastic.",PO
I require the most recent date a purchase order was placed for a certain item or group of items.,ORDER
I am interested in the total number of a SINGLE ITEM or a collection of products that the vendor moved.,SO
Help me locate the SO date for this order.,SO
I am interested in the total number of ITEMS contained by a given SO.,SO
I must determine the total number of ITEMS in a specific PO.,INFORMATION
When was the last time a purchase order for a particular item or group of goods was issued?,INFORMATION
I am curious as to how many of a particular ITEM the vendor sold.,SO
Please include the SO date for this purchase order.,SO
Who is the supplier for a given SOC?,SO
How many separate ITEMS comprised a particular SO?,SO
How many ITEMS comprise a given ORDER?,INFORMATION
Which and how many ITEMS comprised an order?,INFORMATION
I require additional information about a certain ITEM.,INFORMATION
I am interested in additional information concerning these ITEMS.,INFORMATION
I would like to know the location of the ITEM.,LOCATION
I am curious as to where the ITEM is stored for storage.,INFORMATION
I must know how much of a specific item is currently in stock.,INFORMATION
I am intrigued by it. How much of a given quantity has been consumed for a given ITEM?,INFORMATION
I would like to know the item's most recent usage date.,INFORMATION
I would like to know the date and amount received for an item.,INFORMATION
I would like to inquire about an item's price.,COST
I would like to know the total quantity of this ITEM currently available from the vendor.,SO
I am interested in discovering the total quantity of this ITEM that can be purchased from this vendor.,PO
I am intrigued by it. How many Orders have been placed for a certain ITEM?,INFORMATION
I need to know the date orders for a single item or many items were received.,ORDER
I would like to know the anticipated delivery date for the ordered item or items.,ORDER
I'd like to know how much products that have been stored for an extended length of time cost.,COST
I am interested in learning the overall quantity stored at a certain location.,LOCATION
I would like to know the maximum and minimum quantities of a specific item that can be stored in a particular location.,INFORMATION
I am intrigued by it. How many purchase orders were generated for a certain product or for multiple products?,INFORMATION
I require the date of the most recent purchase order (PO) for a single item or multiple items.,ORDER
I am curious on both the total number of quantities of a SINGLE ITEM and the overall number of items sold by the vendor.,SO
I must determine which company is the supplier for a particular SO.,SO
I am curious as to how many ITEMS were included in a certain SO.,SO
I require additional information about these ITEMS.,INFORMATION
Please direct me to the item's location.,LOCATION
Where precisely is the ITEM I seek?,INFORMATION
Where exactly is the object I seek?,INFORMATION
I require information regarding the item's location within the storage facility.,LOCATION
Could you please give me with the item's storage location?,LOCATION
It would be intriguing for me to learn how many of each item is currently in stock.,INFORMATION
Please inform me of the quantity of a specific item that is currently in stock.,INFORMATION
I would like to know how many units of each ITEM are currently in stock.,INFORMATION
I am intrigued by this. What quantity of an ITEM did we utilise?,INFORMATION
"I am intrigued by this. Regarding a certain item, how much of a particular quantity did we use?",INFORMATION
How much of a certain ITEM has previously been consumed?,INFORMATION
Please inform me of the total quantity of a particular item we have acquired.,INFORMATION
I am interested in learning the total quantity of a specific item that was shipped.,INFORMATION
Could you please tell me how many of a specific item we received?,INFORMATION
I would like to know how many of a particular ITEM were obtained.,INFORMATION
How can I determine the most recent usage date of an ITEM?,INFORMATION
I'm curious about the date of the item's most recent use.,INFORMATION
I need to know when the quantity of a product received was determined.,INFORMATION
How does the cost of an ITEM appear?,COST
Please inform me of the date the order for a single item or multiple items was received.,ORDER
"If I were to place an order, I would be interested in knowing when my item or commodities will be delivered.",INFORMATION
When did orders for a particular item or quantity of items begin to arrive?,INFORMATION
When will delivery of one or more of the requested items occur?,ORDER
"When it comes to a single item or a large quantity, what is the latest date orders were accepted?",ORDER
"When will the order, including all of the ordered items, be delivered in its entirety?",INFORMATION
How many of this item does the retailer currently have available for purchase?,QUANTITY
It would be helpful if you could inform me of the vendor's current stock availability for this item.,QUANTITY
Please inform me of the entire amount of this product that the shop or vendor has in stock.,QUANTITY
What is the total quantity of this ITEM that the vendor has available?,QUANTITY
How many individual examples of this ITEM does the vendor have in stock?,QUANTITY
How many units of this ITEM are currently in stock at the specified seller or merchant?,QUANTITY
I'm intrigued. How many Orders have been placed for each ITEM?,INFORMATION
How many orders have been placed for an ITEM?,INFORMATION
I'd like to know how much the objects that have been held for a while are worth.,INFORMATION
I'd like to know how much the things that have been on hold for a while cost.,COST
I need to know how many items are maintained in a specific location.,LOCATION
I'd like to know the maximum and minimum amount of an item that can be stored in a specific location or area.,INFORMATION
I need to know the maximum and minimum storage amounts for a specific item.,INFORMATION
I'd like to know the maximum and lowest quantities of a specific item that can be stored.,INFORMATION
How many POs were issued for a single item or set of items?,PO
How many POs were issued for a single item or for many items?,PO
When was the last time you made a purchase order for a single item or a collection of items?,INFORMATION
How many of a particular item or how many things did the vendor or merchant sell?,QUANTITY
Please tell me how many ITEMS there were in a specific SO.,SO
Please let me know how many ITEMS were in a certain PO.,PO
I'd like to know when the last PO for an ITEM or a set of items was issued.,INFORMATION
I'd like to know how many ITEMS were in a specific PO.,PO
I'd like to know how many of a certain ITEM or how many distinct items the seller sold.,ORDER
When is the SO date for a specific PO?,SO
How many and what ITEMS comprised a specific PO?,PO
Please provide me with additional information on a certain ITEM.,INFORMATION
"The more details you can provide me on these goods, the better.",INFORMATION
Please tell me where I may find this thing.,INFORMATION
How many of a certain ITEM do we currently have in stock?,LOCATION
Please inform me How often have we used this quantity of this ITEM?,INFORMATION
Where can I learn how many of a specific ITEM were shipped and delivered?,INFORMATION
How much of this ITEM does the supplier have on hand right now?,QUANTITY
Could you please tell me how many of this item this dealer has on hand?,QUANTITY
I'm particularly interested in Item Sales - how many times has this item been ordered?,INFORMATION
When did orders for this or these items arrive?,INFORMATION
I'd want to know when an item or items from my order will be delivered.,INFORMATION
What are the prices for long-term storage items?,COST
I'd like to know how much stuff is stored somewhere.,SO
How much more or less of a specific item can I store in a given space?,LOCATION
"Yes, please inform me. How many Purchase Orders were issued for a single item or for a group of similar items?",PO
When was the last time you issued a purchase order (PO) for an item (or items)?,PO
I'd like to know how many of a specific ITEM or combination of goods the provider sold.,SO
Please include the SO date for this PO.,SO
Who is the service provider for this particular SO?,SO
My goal is to determine the overall number of ITEMS that comprised a specific SO.,SO
I require more information about an ITEM.,INFORMATION
"These ITEMS demand extra information, which I now lack.",INFORMATION
Please provide me with the exact location of the REQUESTED ITEM.,LOCATION
What is the location of the REQUESTED ITEM?,LOCATION
What exactly am I looking for?,INFORMATION
I need to know where this object is kept because I need to get my hands on it.,INFORMATION
Please let me know where I can find the item.,INFORMATION
Please let me know how many of each item you have on hand.,INFORMATION
What is the current stock level of this item?,INFORMATION
Could you please tell me how many of this item we have in stock?,INFORMATION
I'm curious about the quantity of a certain item.,INFORMATION
My interest has been piqued. How many of a certain ITEM did we order?,INFORMATION
Tell me all about it. How much did we actually consume if a specific amount was used?,INFORMATION
How much of a certain ITEM have we actually consumed?,INFORMATION
In what quantity did a specific product arrive?,INFORMATION
I'm curious about the overall number of products shipped and received.,INFORMATION
Please let me know how many of a specific item I ordered I received.,ORDER
A receipt tally would be very appreciated.,INFORMATION
I'm curious as to when anything was last utilised.,INFORMATION
Please inform me when the most recent amount received for a certain item was.,INFORMATION
"If you don't mind me asking, how much does this cost?",COST
"Please let me know when you received my order, whether it was for one or several items.",ORDER
One of my biggest concerns if I were to place an order would be when I could expect to receive a specific item or products.,INFORMATION
What was the time period in which orders for a product or items were received?,ORDER
When should I expect to receive a single item or a package of goods from my order?,INFORMATION
When can I anticipate all of the order's components to arrive?,INFORMATION
How many of these things does the supplier have on hand right now?,QUANTITY
Please let me know if the merchant still has any of this in stock.,QUANTITY
The quantity of this item available from the supplier.,QUANTITY
The quantity of this ITEM that the supplier presently has in stock.,QUANTITY
The quantity of this ITEM currently in stock at the specified store is (how many).,INFORMATION
How much of this item is in this vendor's inventory?,QUANTITY
What is the amount of this item available from this dealer?,QUANTITY
I'd like to know how much longer-held items cost.,COST
What is the average number of ARTIFACTS sold each ORDER?,ORDER
Find out how many orders were placed for a given item.,INFORMATION
I'm interested in finding out how much goods that have been hanging around for a while cost.,COST
Please tell me the cost of the things that have been placed on hold for a while.,COST
There must be a technique to find out how many things are stored in a specific region.,INFORMATION
"If you could tell me how much is stored at a certain facility, that would be excellent.",INFORMATION
the entire amount of goods stored away in a specific location.,LOCATION
how many units can be stored in a specific region.,INFORMATION
I'm interested as to the maximum and lowest feasible quantity of a certain item that can be kept at a given location.,LOCATION
"Please tell me how much of a given thing can be preserved, and how little.",INFORMATION
"When it comes to a single item, what are the highest and lowest amounts that can be maintained there?",INFORMATION
I'm interested as to the highest and lowest permissible amount of a certain item.,INFORMATION
"Can you tell me how many purchase orders were placed for a single item, or a set of similar items?",INFORMATION
"If several orders were placed, how many were for each item?",INFORMATION
When was the last time a purchase order was made for a specific item or combination of items?,INFORMATION
I was wondering when the SO was reached for a specific PO.,SO
I'm interested in finding the identify of the SO seller in issue.,SO
"If you could tell me the total amount of ITEMS that made up a certain PO, that would be fantastic.",PO
I'm interesting in the total number of a SINGLE ITEM or a collection of products that the vendor moved.,SO
I need to discover a provider for a certain SO.,SO
"For a given SO, I'm curious as to the overall amount of ITEMS it includes.",SO
I need to know the overall quantity of ITEMS in a specific PO.,PO
Please inform me the SO date for this particular PO.,SO
How many separate ITEMS made up a specific SO?,SO
May I inquire how many ITEMS make up a specific PO?,PO
I need more information about a specific ITEM.,INFORMATION
I would like to know where the ITEM is situated.,INFORMATION
I am interested in discovering where the ITEM is stored for storage.,INFORMATION
I need to know how much of a particular item we presently have in stock.,INFORMATION
I am curious about it. How much of a particular quantity have we already utilised for an ITEM?,INFORMATION
I am interested in finding out how many of a certain ITEM were received.,INFORMATION
I would like to know the date and quantity that an item was received on.,INFORMATION
I would want to inquire about the pricing of an ITEM.,COST
I am interested in finding the total number that can be purchased from this particular vendor for this ITEM.,PO
I am curious about it. How many separate Orders have been placed for a single ITEM?,INFORMATION
I need to know the date that orders were received for a single item or for several commodities.,ORDER
I would like to know how much the objects that have been preserved for a long period cost.,COST
I am interested in finding out the total quantity that is held at a given area.,INFORMATION
I would like to know the maximum and lowest amounts that can be stored of a particular item at a specific area.,INFORMATION
I am curious about it. How many purchase orders were generated for a given item or for several items?,PO
I need to know when the most recent purchase order (PO) was made for a single item or for several commodities.,PO
I am interested in discovering the total number of quantities of a SINGLE ITEM as well as the total number of products that were sold by the vendor.,SO
I would like to know what the SO date is for a given PO.,SO
I am interested in finding out how many ITEMS were included in a given SO.,SO
I am interested in finding out how many ITEMS were included in a given PO.,PO
I require extra information regarding a specific ITEM.,INFORMATION
I require extra details regarding these ITEMS.,INFORMATION
I need to be advised of the location of the item within the storage facility.,LOCATION
I would appreciate it if you could inform me where the ITEM is housed.,INFORMATION
Could you please give me with the location of the item's storage?,LOCATION
It would interest me to discover how many of each item we presently have in stock.,INFORMATION
"Please let me know how much of a specific item we have in stock at the time, thanks.",INFORMATION
I'm interested in finding out how many of each ITEM we presently have in stock.,INFORMATION
"This piques my interest. In reference to an ITEM, what quantity did we use?",INFORMATION
"This piques my interest. When it comes to a certain thing, how much of a certain quantity did we use?",INFORMATION
How much of a particular ITEM have we previously used up?,INFORMATION
Please let me know how many of a given item we have acquired in total.,INFORMATION
I am keen to find the overall number of a particular item that was shipped out.,INFORMATION
Could you kindly inform me how many of a particular item we were sent?,INFORMATION
I am interested in finding out how many of a certain ITEM were obtained.,INFORMATION
How can I tell when an ITEM was most recently utilised?,INFORMATION
I am interested in learning the date of the item's most recent use.,INFORMATION
What does the pricing of an ITEM look like?,COST
Please notify me of the date when the order was received for either a single item or several things.,ORDER
"If I were to place an order, one of the first things I would want to know is when my item or items will be delivered.",INFORMATION
When did orders start rolling in for a specific item or a given amount of items?,INFORMATION
"When will the order be delivered in its entirety, including all of the products that were purchased?",PO
It would be good if you could advise me about the current stock availability of this item from the vendor.,QUANTITY
Please let me know the entire quantity of this product that the shop or seller has available.,QUANTITY
how many specific samples of this ITEM are held in stock by the vendor?,QUANTITY
how many unique units of this ITEM are now in stock at the particular seller or merchant?,QUANTITY
I want to know how much the products are that have been held for a time.,INFORMATION
I want to know how much the products are that have been put on hold for a time.,QUANTITY
I need to know how many goods are maintained in a given spot.,INFORMATION
When was the latest purchase order issued for a single item or a group of items?,PO
Please inform me how many ITEMS were in a specific SO.,SO
I want to find out how many ITEMS were in a specific PO.,PO
What is the SO date for a given PO?,SO
Which and how many ITEMS made up a given SO?,SO
How many and what ITEMS made up a specific PO?,PO
"Specifically, how many of a certain ITEM do we currently have in stock?",LOCATION
How much do the long-term storage products cost?,COST
Where is this stuff that I need?,INFORMATION
"My interest has peaked. For a specific ITEM, how many did we order?",INFORMATION
"In what quantity, exactly, did a given commodity arrive?",INFORMATION
"To what degree does this product cost, if you please?",COST
In what time frame can I anticipate to receive a single item or a collection of goods from my order?,INFORMATION
"I'm interested in this. In reference to an ITEM, what quantity did we use?",INFORMATION
"I'm interested in this. When it comes to a certain thing, how much of a certain quantity did we use?",INFORMATION
I'd like to know how many of a specific ITEM were given to me.,INFORMATION
I'm curious when an ITEM was last utilised.,INFORMATION
I'm curious as to when an ITEM was received and how many were despatched.,INFORMATION
I'm curious how much something costs.,COST
I'm curious how many of this ITEM the dealer has on hand.,QUANTITY
I'd want to know how many of this ITEM the vendor has in stock.,QUANTITY
I'd like to find out. How many Orders does a certain ITEM sell?,INFORMATION
I'd like to know when orders for an ITEM or many items were received.,ORDER
I'd want to know when my order will be delivered. Is it for a single item or a set of items?,INFORMATION
I'm curious how much the stuff I've been hoarding for a long time cost.,COST
I'd like to know the maximum and lowest amount of items that can be kept in a specific location.,LOCATION
I'd like to find out. How many POs were issued for a single item or a set of items?,PO
I'd like to know when the last purchase order (PO) for an ITEM or many items was placed.,PO
I'd like to know how many of an ITEM or how many different things were sold by the vendor.,SO
I'd like to know when a specific PO's SO date is.,SO
I need to know who the vendor for a specific SO is.,SO
I need to know how many ITEMS were in a specific SO.,SO
I'm curious how many ITEMS were in a specific PO.,PO
Please inform me where I may find the ITEM.,INFORMATION
I'd like to know how many of each item we have on hand.,INFORMATION
I'd like to know how many of an ITEM we have on hand.,INFORMATION
I'm intrigued. How many of an ITEM did we use?,INFORMATION
I'm intrigued. How much of a specific amount did we use for a specific task?,INFORMATION
Please inform me how many of anything was sent.,INFORMATION
Please tell me how many of a particular item you received.,INFORMATION
I'd like to know how many of a specific ITEM were shipped.,INFORMATION
How can I determine the last time an ITEM was used?,INFORMATION
I need to know how many of a particular item were received and when.,INFORMATION
I'd like to know when the order was received and if it was for one or numerous items.,ORDER
I'd want to know when an ITEM or multiple things on my order will be delivered.,INFORMATION
When did orders for one or more of the goods arrive?,INFORMATION
How many of this item does the seller currently have?,QUANTITY
I'd want to know how many of this item the vendor currently has in stock.,QUANTITY
Please let me know how many of this item the seller has available for sale.,QUANTITY
How many of this ITEM does the merchant have in stock?,QUANTITY
How many of this ITEM's units are available from the specific seller or merchant?,QUANTITY
How many of this item does the seller have available?,QUANTITY
What is the average number of ITEMS sold each Order?,ORDER
I would like to know how many items were sent to me.,INFORMATION
I need to know when an ITEM was received and the quantity that was supplied.,INFORMATION
I want to know the cost of something.,COST
I need to know how many of this ITEM are in stock with the vendor.,QUANTITY
I need to know how many of this ITEM a specific merchant has available.,QUANTITY
I want to know. How many Orders does a PRODUCT receive?,INFORMATION
I need to know the date orders were received for a single ITEM or multiple items.,ORDER
I would want to know when my shipment will arrive. Is it for one or more items?,ORDER
I would like to know how much the goods I've kept for a long time cost.,COST
I need to know the maximum and minimum number of a particular item that can be stored in a given location.,INFORMATION
I want to know. How many purchase orders were issued for a single item or set of items?,INFORMATION
I require the date of the most recent purchase order (PO) for a single or several items.,ORDER
I would like to know how many of a certain ITEM or how many unique products the vendor sold.,SO
I must determine how many ITEMS were in a specific SO.,SO
I'd like to know how many ITEMS a certain PO included.,PO
Please provide the location of the ITEM.,LOCATION
How do I find the location of the ITEM?,LOCATION
I need to know the quantity of each item in stock.,INFORMATION
How much of a particular item do we currently have in stock?,INFORMATION
I would want to know how many items are currently in stock.,INFORMATION
I'm interested. What quantity of an ITEM did we utilise?,INFORMATION
I'm interested. How much of a specific amount was used for a particular item?,INFORMATION
Please inform me of the quantity that was sent.,INFORMATION
How many of a particular item did you obtain?,INFORMATION
I want to know how many of a specific ITEM were supplied.,INFORMATION
How can I determine when an ITEM was last utilised?,INFORMATION
I need to know when a specific quantity of an item was received.,INFORMATION
How much does a certain ITEM cost?,COST
"I would like to know when the order was received, regardless of the number of items.",ORDER
I'd want to know when a certain ITEM or multiple things on my order will arrive.,INFORMATION
When did orders for one or more of the items begin to arrive?,ORDER
What date were orders for a single item or several products received?,ORDER
I would want to know how many of this item the merchant currently has in stock.,QUANTITY
Please inform me of this item's quantity available for purchase.,QUANTITY
how many of this ITEM are in stock at the vendor.,SO
how much of this ITEM does the merchant have in stock?,QUANTITY
how many units of this ITEM are available from this vendor?,QUANTITY
How many of this item does the seller have available for sale?,QUANTITY
How many PRODUCTS are sold per Order?,ORDER
I need to know how many of an ITEM were sent to me.,INFORMATION
I want to know when an ITEM was sent and how many were sent.,INFORMATION
I want to know the price of something.,COST
I want to know how many of this ITEM are in stock at the vendor.,QUANTITY
I'm interested. How many Orders does an ITEM get?,INFORMATION
I want to know when orders for an ITEM or more than one item were received.,ORDER
I want to know when my order will come. Is it for one or more things?,INFORMATION
I'd like to know how much the things I've kept for a long time cost.,COST
I'm interested. How many purchase orders were made for one item or a group of items?,INFORMATION
I want to know when the last purchase order (PO) was made for an ITEM or more than one item.,PO
I want to know how many of an ITEM or how many different kinds of items the vendor sold.,SO
I want to know when the SO date for a certain PO is.,SO
I need to know how many ITEMS were in a certain SO.,SO
I need more information about a THING.,INFORMATION
I'd like to learn more about these THINGS.,INFORMATION
Tell me where the THING is.,INFORMATION
I need to know where the item is being stored.,INFORMATION
I need to know how many of each item we have in stock.,INFORMATION
"How many of a certain item do we have in stock right now, please?",LOCATION
I'm interested. How many of each ITEM did we use?,INFORMATION
I'm interested. How much did we use of a certain amount for a certain thing?,INFORMATION
Please tell me how many of a certain thing you got.,INFORMATION
I need to know how many of a certain ITEM were sent.,INFORMATION
I need to know how many of a certain thing were brought in when.,INFORMATION
"How much does the thing cost, if you don't mind?",COST
How much does it cost for an ITEM?,COST
I'd like to know when the order was received and how many items it was for.,ORDER
I'd want to know when an ITEM or several items on the order would come.,INFORMATION
What is the date that orders for one or more items started coming in?,ORDER
How many does the seller have of this item right now?,QUANTITY
Please tell me how many of this item the seller is selling.,QUANTITY
how many of this ITEM are in stock with the seller.,QUANTITY
how many of this ITEM are available from the specific vendor or merchant?,QUANTITY
Please tell me how many of a certain ITEM were shipped to me.,INFORMATION
It is important that I know the AGE of a used item.,INFORMATION
I need to know the exact date and quantity of ITEM deliveries.,INFORMATION
Please tell me the pricing.,COST
Please tell me the number of this ITEM that the supplier currently has in stock.,QUANTITY
I am interested in learning the quantity of this ITEM that this supplier currently stocks.,QUANTITY
"If you have any information on when orders were received, please let me know.",ORDER
"Inquiring as to the ETA of my order. Do you mean just one item, or a bunch?",INFORMATION
I'm curious as to how much space is being used for storage.,INFORMATION
The maximum and minimum numbers of a certain item that can be stored in a given area would be helpful.,INFORMATION
"If there was a recent purchase order (PO) placed, please tell me when and what it was for.",PO
I'm interested in learning the vendor's total number of SOLD ITEMS and/or SOLD QUANTITIES.,SO
I need to find out who the supplier is for a specific SO.,SO
I need to count the ITEMS in a specific SO.,SO
It would be helpful if I could find out how many ITEMS were included in a specific PO.,PO
Please tell me additional details about a THING.,INFORMATION
"Educate me further on these THINGS, please.",INFORMATION
Can you direct me to the location of the item?,LOCATION
In what way can I determine the precise location of the REQUESTED ITEM?,LOCATION
Where can I find this THING?,INFORMATION
"If you know the item's storage location, please let me know.",LOCATION
Please tell me how many of each product we have available.,QUANTITY
Can you tell me how many of a particular product we have available?,QUANTITY
Asking how many of whatever we have available at the moment.,QUANTITY
Please tell me how many of this item we have in stock.,INFORMATION
"Intriguing; I want to know more. For a certain ITEM, how many did we order?",INFORMATION
"Intriguing; I want to know more. If there was a certain amount, how much of it did we actually use?",INFORMATION
"Could you tell me, please, how many of a particular thing you purchased?",PO
"For a certain ITEM, I'd need to know the quantity sent.",INFORMATION
How can I determine the length of time since an ITEM was used?,INFORMATION
"In order to plan ahead, I need to know how many of a certain item were received when.",ORDER
"If you could tell me how much this item costs, that would be great.",COST
"When the order was received, and how many items were included, please let me know.",ORDER
"If I were to place an order, I would want to know exactly when I could expect to get a specific item or products.",INFORMATION
Where can I find out the seller's current stock count for this product?,QUANTITY
I am interested in learning the current stock size of this item from the seller.,QUANTITY
How many of these does the seller have available for purchase?,QUANTITY
how many of these GOODS are now available from the seller.,QUANTITY
"In the vendor's possession, how many of this ITEM currently exist?",QUANTITY
how many of this ITEM are currently in stock at the designated retailer?,QUANTITY
How many of these does the seller currently have available for purchase?,QUANTITY
Item sales per order,INFORMATION
I would like to know the quantity of an ITEM that was sent to me.,INFORMATION
I need to know the most recent time that an ITEM was utilised.,INFORMATION
"I need to know when an ITEM was sent, as well as the number of copies that were distributed.",INFORMATION
I am interested in learning the price of something.,COST
I need to find out from the vendor how many of this ITEM is currently in stock.,QUANTITY
I am interested in learning the quantity of this ITEM that is currently held in stock by the specified vendor.,QUANTITY
I am curious about this. How many ORDERS does an ITEM Typically Sell in a Day?,INFORMATION
I need to know the date on which orders were placed for a single item or for multiple items at the same time.,ORDER
I would want to know when the delivery of my order will take place. Is it for just one item or a number of them?,INFORMATION
I am interested in learning how much money I spent on the things that I have been hoarding for a considerable amount of time.,INFORMATION
I am curious as to the total quantity that is being held in a certain location.,LOCATION
I need to know the highest and lowest possible quantities of a particular item that can be kept at a particular location.,LOCATION
I am curious about this. How many purchase orders were placed for a single item as well as how many were placed for a group of items?,INFORMATION
"I need to find out when the most recent purchase order (PO) was made, whether it was for a single item or for multiple items.",PO
